country,vat_type,category_id,rate_type,rate_value,comment
DE,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,7.0,Article 98 (2) and Annex III of the VAT Directive: Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7% such as products for monthly hygiene purposes and so on. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,PICTURES,REDUCED_RATE,7.0,VAT - Import - Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7%. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,PICTURES,REDUCED_RATE,7.0,Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7%. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,IMPRESSIONS,REDUCED_RATE,7.0,VAT - Import - Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7%. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,IMPRESSIONS,REDUCED_RATE,7.0,Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7%. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,SCULPTURES,REDUCED_RATE,7.0,VAT - Import - Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7%. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,SCULPTURES,REDUCED_RATE,7.0,Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7%. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,ZOOLOGICAL,REDUCED_RATE,7.0,VAT - Import - Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7%. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,ZOOLOGICAL,REDUCED_RATE,7.0,Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7%. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,SOCIAL_WELLBEING,REDUCED_RATE,7.0,"VAT - Import - Reduced rate only applicable to supplies of goods and services of organisations pursuing non-profit making, charitable or ecclesiastical purposes. VAT reduction not applicable to supply of goods or services to be made within the context of a profitable Business. See preliminary remarks to “Reduced rates” and the “General comments” field."
DE,REDUCED,TRANSPORT_PASSENGERS,REDUCED_RATE,7.0,VAT - Import - Reduced rate on local transport (within a local community or if the transport distance does not exceed 50 km) and rail-bound transport. See preliminary remarks to “Reduced rates” and the “General comments” field.
DE,REDUCED,CULTURAL_EVENTS,REDUCED_RATE,7.0,"VAT - Import - Reduced rate only on admissions to theatres, concerts and museums, as well as circus performances, performances as performers and transactions directly linked to the operation of zoological gardens. See preliminary remarks to “Reduced rates” and the “General comments” field."
DE,REDUCED,ACCOMMODATION,REDUCED_RATE,7.0,VAT - Import - Only for short-term accommodation. See preliminary remarks to “Reduced rates” and the “General comments” field.
DE,REDUCED,MEDICAL_CARE,REDUCED_RATE,7.0,VAT - Import - Reduced rate only on the supply of services by dental technicians in their professional capacity and the supply of dental prostheses by dentists and dental technicians. See preliminary remarks to “Reduced rates” and the “General comments” field.
DE,REDUCED,WRITERS_SERVICES,REDUCED_RATE,7.0,VAT - Import - See preliminary remarks to “Reduced rates” and the “General comments” field.
DE,REDUCED,TRANSPORT_PASSENGERS,REDUCED_RATE,7.0,"Reduced rate on local transport (within a local community or if the transport distance does not exceed 50 km) and rail-bound transport.
See preliminary remarks to “Reduced rates” and the “General comments” field"
DE,REDUCED,CULTURAL_EVENTS,REDUCED_RATE,7.0,"Reduced rate only on admissions to theatres, concerts and museums, as well as circus performances, performances as performers and transactions directly linked to the operation of zoological gardens.
See preliminary remarks to “Reduced rates” and the “General comments” field"
DE,REDUCED,WRITERS_SERVICES,REDUCED_RATE,7.0,See preliminary remarks to “Reduced rates” and the “General comments” field
DE,REDUCED,ACCOMMODATION,REDUCED_RATE,7.0,"Only for short-term accommodation.
See preliminary remarks to “Reduced rates” and the “General comments” field"
DE,REDUCED,SOCIAL_WELLBEING,REDUCED_RATE,7.0,"Reduced rate only applicable to supplies of goods and services of organisations pursuing non-profit making, charitable or ecclesiastical purposes. VAT reduction not applicable to supply of goods or services to be made within the context of a profitable Business.
See preliminary remarks to “Reduced rates” and the “General comments” field"
DE,REDUCED,MEDICAL_CARE,REDUCED_RATE,7.0,"Reduced rate only on the supply of services by dental technicians in their professional capacity and the supply of dental prostheses by dentists and dental technicians.
See preliminary remarks to “Reduced rates” and the “General comments” field"
DE,REDUCED,SUPPLY_ELECTRICITY,EXEMPTED,0.0,VAT - Import - Article 12 paragraph 3 of the German VAT Act contains a list of services falling under the zero rate e.g. the supply of certain photovoltaic power. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,SUPPLY_ELECTRICITY,EXEMPTED,0.0,Article 12 paragraph 3 of the German VAT Act contains a list of services falling under the zero rate e.g. the supply of certain photovoltaic power. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,BROADCASTING_SERVICES,OUT_OF_SCOPE,0.0,VAT - Import - Public radio and television broadcasting services are out of scope.
DE,REDUCED,BROADCASTING_SERVICES,OUT_OF_SCOPE,0.0,Public radio and television broadcasting services are out of scope.
DE,REDUCED,PLANT,REDUCED_RATE,7.0,"VAT - Import - Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7% such as live plants, bulbs, roots and so on. For legal certainty please have a look at the German VAT Act."
DE,REDUCED,PLANT,REDUCED_RATE,7.0,"Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7% such as live plants, bulbs, roots and so on. For legal certainty please have a look at the German VAT Act."
DE,REDUCED,NEWSPAPERS,REDUCED_RATE,7.0,VAT - Import - Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7% e.g. excluding newspapers whose content is harmful to minors or is predominantly devoted to advertising. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,PERIODICALS,REDUCED_RATE,7.0,VAT - Import - Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7% e.g. excluding periodicals whose content is harmful to minors or is predominantly devoted to advertising. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,NEWSPAPERS,REDUCED_RATE,7.0,Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7% e.g. excluding newspapers whose content is harmful to minors or is predominantly devoted to advertising. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,PERIODICALS,REDUCED_RATE,7.0,Annex 2 of the German VAT Act contains a list of goods falling under the reduced rate of 7% e.g. excluding periodicals whose content is harmful to minors or is predominantly devoted to advertising. For legal certainty please have a look at the German VAT Act.
DE,REDUCED,SUPPLY_WATER,REDUCED_RATE,7.0,"VAT - Import - No reduced rate for bottled water, healing water and steam"
DK,REDUCED,TRANSPORT_PASSENGERS,EXEMPTED,0.0,"Taxis, scheduled busses, trains and air transport are exempted. In connection with international transportation of passengers the exemption also covers accompanying luggage.
Passenger transport in tourist busses and similar vehicles (CPA 49.39.32, 49.39.33, 49.39.34) are subject to VAT in Denmark (Standard rate)."
DK,REDUCED,SOCIAL_WELLBEING,EXEMPTED,0.0,Delivery of goods and services related to charitable events - e.g. collection and sale of used items of little value - is exempt under certain conditions according to section 13(1)(17). Exemption obtained by prior application to the tax authorities on condition that the event does not distort competition in relation to commercial enterprises. An application for exemption is based on a specific assessment (event has a charitable purpose or has a commercial character).
DK,REDUCED,WRITERS_SERVICES,EXEMPTED,0.0,
DK,REDUCED,CULTURAL_EVENTS,EXEMPTED,0.0,"Services related to cultural activities, including libraries, museums, zoos and the like and supply of goods and services closely related to these services are exempt from VAT. The exemption does not cover radio and television broadcasts, movie display and theatre performances, concerts, etc."
DK,REDUCED,SPORTING_EVENTS,EXEMPTED,0.0,The exemption does not cover events with professional athletes as participants. It is a condition that the supplier is not acting for the purpose of gaining profit.
DK,REDUCED,UNDERTAKERS_SERVICES,EXEMPTED,0.0,The exemption does not include goods.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to eye baths, enema jugs and –nozzles, fecal -, secretion – and urine collection containers."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to incontinence products: — mattress protection sheets: — thin film; 3921 90 10  — absorbent; 4818 90, 9619 00 79 — special netting pants for fixing diapers; 6108 22 00 — incontinence pads and diapers (other than baby diapers); 9619 — gel implants and ribbons that are injected into the body to prevent urinary incontinence ; 3006 10 10 bladder neck inclination’s correction products to prevent urinary incontinence 9018 39 00."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to special equipment for eating and drinking for persons with disabilities: —drinking cups , plastic;3924 10 00 — knives; 8211 91 00 — forks, spoons; 8215 99 10 — cutlery handles of plastics; 3926 90 97 — cutters; 8210 00 00 — holders (including glass holders), of plastics; 3926 90 97 —jar and bottle openers, plate edges, of plastics; 3924 90 00."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to toilet facilities: — toilet chairs; 9403 — toilet seat risers in plastic material; 3924 90 00 — children’s toilet seats, plastic; 3924 90 00 — toilet tissue gripping aids, plastic; 3924 90 00."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to aids for washing, bathing and showering: — bath seats: − Of metal; 7326 90 98 — of plastics; 3924 90 00 — shower chairs: − Of metal; 9401 71 00 — of plastics; 9401 80 00 — folding shower chairs; 9401 79 00, 9401 80 00 —bath steps of a plastic material; 3924 90 00 — ring brushes; 9603 29 80 —baths for head washing for a person lying down, plastic; 3924 90 00."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to household appliances: — grabs, of aluminium; 7616 99 90 — buttoners; 7326 90 98 — stocking ais,  of plastics; 3924 90 00 — special scissors; 8213 00 00 — pencil-holders, of plastics; 3924 90 00."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to equipment for removal and positioning: — rotating plates, of plastics; 3924 90 00 —  sliding tables, of wood; 4421 99 99 — straps; 6307 90 98 — positioning pillows, plastics; 3924 90 00 — lifting straps; 6307 90 98."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to support aids: — armrests, support handles and handrails for toilet facilities; — of plastics; 3925 90 80 — of wood; 4421 99 99."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This rate applies only to parts and accessories for the adaptation of cars and other motor vehicles for the disabled: engine handling adjustments; adj. for handling the handbrake; adj. for handling the steering mechanism; specially designed car seats and cushions; adaptation for use of secondary functions, including adj. mirrors, central lockings, windscreen wipers, indicators and lights; car lifts for lifting a person into a car; wheelchair lifting equipment and securing devices."
EE,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,9.0,This reduced rate applies only to contraceptives.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to aids for the deaf, blind and visually impaired persons (part 2): — wristwatches for deaf and blind (tactile, speaking); 9102
— weight scales with sound output for the blind and visually impaired persons 8423 10 10, 8423 10 90
— liquid meters with sound output for the blind and visually impaired persons 9026 10"
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to lifts for people with disabilities (including bath lifts and swimming pool lifts, vertical and sloping ground lift platforms for wheelchairs,  stair lifts)."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to computer units, accessories and special equipment for the blind and visually impaired persons: touch screen monitors; keyboards; devices contr. by hand, foot, head; switching devices; special attachments (keyboard frame); voice-contr. computer components; Braille monitor, printer; touch monitor, voice controlled systems, screen reading systems, equipment for the production of Braille and recorded material; hearing aids customised for computer."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to aids for the deaf, blind and visually impaired persons (part 3):
— Measuring instruments with sound output or special marking, including measuring tapes, levels and other such items; 9017 80 10,  9017 80 90, 9031
—thermometers with sound output ; 9025 19 00 — barometers with sound output; 9025 80 20 — calculators with sound output; 9017 20 90, 8470"
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to typhlo-technical aids:
— data casting machines, voice synthesisers; 8471 80 00
— voice synthesisers, unrecorded; 8543 70 90
— electronic notebook with voice synthesisers, 8470 10 00"
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to typewriters with memory and reproduction device, specially adapted for use by the blind and visually impaired persons, 8472 90 80."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to aids for the deaf, blind and visually impaired persons (part 4): 
navigation equipment, including compasses and other orienteering aids with sound output; 9014 80 00, 9014 10 00, 8526
— alarm systems with light or vibration output for the deaf (telephone, baby`s crying, doorbell, smoke alarm and other such); 8517, 8531 10 30, 8531 10 95"
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to customised software for people with disabilities: — special software to simplify activities that require fine coordination (replacement of key combinations, macros and others); — special software for visualisation of sounds; — software to enlarge text  (Zoom text); — screen reading software ; — special programming software."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to test strips for glycometer.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to aids for the deaf, blind and visually impaired persons (part 1):
— monuculars, binocular glasses; 9004 90 90
— magnifying glasses; 9013 80 00
— magnifying video systems and reading monitors; 8528 and 8543
— White canes; 6602 00 00
— handles and knobs of a white cane; 6603 90 10
— parts and accessories for white cane; 6603 90 90 —
Alarm clocks for deaf and blind persons (tactile, speaking, vibrating); 9105 11 00 and 9105 19 00"
EE,REDUCED,ACCOMMODATION,REDUCED_RATE,13.0,"Accommodation services or accommodation services with breakfast, excluding any goods or services accompanying such services."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to tricycles produced for persons with disabilities, in the form of pedals or hand driven cycles."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to contact lenses for the adjustment of vision.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to spectacle frames and parts thereof 
− Of base metal or of other materials (excluding of precious metal); 9003 19 00
— Parts of frames; 9003 90 00"
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to sunglasses with optically treated lenses, and a filter clip-on."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to spectacles with vision corrective function (excluding spectacles with spectacle frames of precious metal).
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to glycometer and parts thereof.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to insulin pumps, insulin syringes, and accessories thereof."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to lancets and lancet devices.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to ostomy care products (part 1): — ostomy bags (including fasteners); 3006 91 00 — baseplates; 3005 10 00, 3006 91 00 — external catheters for men; 4014 90 00 — single use bladder catheters; 9018 39 00 — belts for ostomy bag; 6307 90 98."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to ostomy care products (part 3): —Tracheostomy care products : — filters for tracheostomy, neck bands for tracheostomy, speaking and swallowing valves; 9019 20 00, 9021 90 90, 6307 —foam dressings and patches for tracheostomy; 3005 10 00 — skin cleansing patches for tracheostomy; 3401 19 00 — protective layer for the skin surrounding tracheostomy; 3401 — tracheostomy protectors; 9018 90 84 — aspiration probes ; 9018 39 00 — tracheal cannulas ; 9018 39 00."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to ostomy care products  (part 2): Additional products for ostomy care: — pastes, powders, protective creams; 3304 — protection of the area around the ostomy (ostomy ring with skin protective fluids) and glue residue remover  for the skin (skin cleansing pads, skin cleansing solution as an aerosol); 3401 11 00, 3401 30 00, 3402 20 90, 3005 90 99, 9018 90 84 —ostomy odor neutralizing agents; 3307 90 00."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to running, power and balance training devices for disabled persons: — pedal exercise machines; 9019 10 90 — stand up tables; 9019 10."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to walking aids handled by two hands: — support frames on wheels and without wheels.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to devices for ozone therapy, oxygen therapy, aerosol therapy and treatment of apnoea."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to seats for persons with disabilities: — special seats.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to care beds and beds accessories: — beds; 9402 90 00  — bedtables; 9403 2080 — bed straps; 7308 90 98 — head elevators;7326 90 98.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to wheelchair cushions.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to occupational therapy and movement therapy equipment: balloons (for breathing function training), mega-balls, active balls, sitting balls, balls for the therapy of seniors and functional balls for rehab. of sick or disabled person; 9506 62 00 — reflex balls and gravity balls, int. for rehab. of sick or disabled persons, 9506 69 90 —physioth. rollers, functional pillows for physiotherapy and back stretching benches; 9506 91 90 — rings for occup. th.; 9506 99 90"
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to brushes made for persons with reduced mobility.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to combs adapted to persons with reduced mobility.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to a dot machine adapted for the blind and visually impaired persons (a typing machine for printing letters on a special paper) 8472 90 80.
EE,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,9.0,
EE,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,9.0,"This reduced rate applies only to toxins and other vaccines, toxins, and products similar to those in the presence of microorganisms (humans, animals and plant viruses and antiviruses, bacteriophages)."
EE,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,9.0,This reduced rate applies only to food for special medical purposes within the meaning of the Food Act.
EE,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,9.0,This reduced rate applies only to medicinal products within the meaning of Medicinal Products Act.
EE,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,9.0,This reduced rate applies only to oxygen for medical inhalation.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to rubber enema balloons, -nozzles, -jugs, bedpans, rubber rings, mattresses and seat cushions to prevent pressure sores."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to Braille paper in sheets.
EE,REDUCED,LOAN_LIBRARIES,REDUCED_RATE,9.0,"Books and educational literature, both on a physical medium and electronically."
EE,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,9.0,This reduced rate applies only to radioactive chemical elements and isotopes and their compounds used for the treatment and diagnosis of diseases on importation by a person authorised to provide health care or on sale to that person.
EE,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,9.0,This reduced rate applies only to antisera prepared from animal blood.
EE,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,9.0,"This reduced rate applies only to modified immunological products, including those obtained by means of biotechnological processes."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to chronic ulcers and pressure sores (part 1):
— gels, hydrocolloidal gels, hydrocolloidal pastes, rinsing solutions for chronic ulcers containing undecylenamidepropylbetanine; 3003 90 00, 3004 90 00, 3005 90 99, 3401 30 00, 3808 94 90
— Hydrogel wound pads; 3005 90 99
— wound poultices, with salt crystals; 3005 90 50
— alginate dressings, calcium alginate dressings; 3005 90 50, 3005 90 99 
— Hydrofibre wound dressings; 3005 90 50"
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to learning materials in Braille.
EE,REDUCED,NEWSPAPERS,REDUCED_RATE,9.0,"Press publications, both on a physical medium and electronically, excluding publications containing mainly advertising or private advertisements or mainly with erotic or pornographic content or video or music content."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to children’s picture books in Braille.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to music notes in Braille.
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to other printed material, including printed reproductions and photographs in relief for blind and visually impaired persons."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to reproductions of works of art, graphic sheets and photographs in relief for the blind and visually impaired persons."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to pressure clothing for the treatment of lymphodema and pressure clothing, head covering masks and face covering masks for the patient with burns."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to radiculitis belts, support bandages, suspensoriums, joint and muscle support bandages."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to chronic ulcers and pressure sores (part 2): — ointment dressings; 3005 90 31, 3005 90 99
— wound dressings with collagen; 3005 90 99
— Soft silicone wound dressings; 3005 10 00
— bioactive wound dressings; 3005 90 50
— foam wound pads; 3005 90 99
— wound dressings with silver (incl hydrofiber); 3005 90 50, 3005 90 99 — hydrocolloid wound pads and wound plasters; 3005 90 99, 3005 10 00
— wound dressings activated with a Ringer’s solution; 3005 90 50"
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,"This reduced rate applies only to walking aids and parts thereof, handled by one hand: — walking sticks, three and four legged walking sticks; 6602 00 00 — Rubber nozzles; 6603 90 90 – cane tips for ice; 6603 90 90."
EE,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,9.0,This reduced rate applies only to ramps for mobility equipment for people with disabilities: — of steel; 7308 90 98 — of aluminium; 7610 90 90.
EL,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,6.0,"For tariff headings 2844, 3006, 3002, 3822 and 3824 reduced rate applies only on radioactive, shadow and other preparations or reagents for human medicine (for diagnostic or therapeutic purposes). After the cease of EU Directive 2020/2020 on 31/12/2022, the diagnostic rapid and PCR tests are also included in tariff heading 3822 ."
EL,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,6.0,"For tariff headings of goods intended for the service of persons with disabilities needs, the reduced rate applies only on sugar measuring tapes (3822),luminous system alarm (8531), light signal receiver (8517)"
EL,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,6.0,"•For tariff headings 3401,3402 reduced rate applies only on soap and other preparations for personal hygiene
•For tariff headings 3307,3401,2828,3402,3808,3824 reduced rate applies only on antiseptic solutions, antiseptic wipes and other antiseptic preparations"
EL,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,6.0,"For tariff headings of goods intended to service people with vision disabilities the reduced rate applies only on white sticks (6602) Braille typewriters  (8472), on computer programs (jaws, supernova, hall, loudspeaker, fine reader, cellphone programs in Greek and foreign version-mobile speak, speaking phone) (8523), on  Braille printers (8443)  writing frames for people with reduced abilities vision (Braille) (3926)"
EL,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,6.0,"For tariff headings 3926, 4015, 4818, 6307, reduced rate applies only on protective masks and gloves for medicine (for protection against viruses and prevention of disease transmission for hospital and private use)"
EL,REDUCED,LOAN_LIBRARIES,REDUCED_RATE,6.0,"Reduced rate applies only on books and books for children of tariff headings 4901 and 4903, editions thereof, visual or audio, inscribed on a material backing of tariff headings 8523 and 8543 and on devices of tariff heading 8519.  Also, reduced rate applies on music handwritten or printed, illustrated or not, whether or not bound of tariff heading 4904."
EL,REDUCED,NEWSPAPERS,REDUCED_RATE,6.0,"Reduced rate applies only on newspapers and periodicals printed, whether illustrated or with advertisements of tariff heading 4902"
EL,REDUCED,FOODSTUFFS,REDUCED_RATE,13.0,"•For tariff heading 0101 excluded race horses.
•For tariff heading 0106, reduced rate applies only on rabbits, pigeons, quail, pheasants, partridges, hares and other animals and birds, live, intended for human consumption. Animals set are reared for fur. Bees. Mites (insects used in crops instead of pesticides).
•For tariff heading 0301, excluded live fish for decoration"
EL,REDUCED,FOODSTUFFS,REDUCED_RATE,13.0,"For tariff heading 1211 reduced rate applies only artemisia, basil, chamomile, common marjoram, mallow, rosemary, peppermint (mint) of all varieties, oregano, rosemary, sage, mountain tea, bittersweet, hot and spicy cloves, fresh or dry, whether or not cut, broken or powdered"
EL,REDUCED,FOODSTUFFS,REDUCED_RATE,13.0,"For tariff heading 1212 reduced rate applies only on carob, sugar beet, cane, chilled, frozen or dried, whether or not powdered. Pits and almonds fruits and other vegetable products (including roots) chicory, not roasted, of the variety CICHORIUM INTYBUS SATIVUM), which mainly for human consumption and not named nor are they included elsewhere"
EL,REDUCED,FOODSTUFFS,REDUCED_RATE,13.0,"•For tariff heading 1301 reduced rate applies only on mastic (white or not) raw
•For tariff headings 1512,1515 reduced rate applies only on soybean oil, peanut oil, sunflower oil, cotton oil (cottonseed oil), corn oil, sesame oil and their fractions, whether or not refined but not chemically transformed
•For tariff heading 1516 reduced rate applies only on edible mixtures or preparations of animal fats or oils or vegetable or from fractions of various fats or oils of Chapter 15"
EL,REDUCED,FOODSTUFFS,REDUCED_RATE,13.0,"•For tariff heading 0603,0604, reduced rate applies only on flowers and flower buds,  and other parts of plants, without flowers nor flower buds, and greenery, moss and lichens, for bouquets or decorations, fresh.
•For tariff heading 1108, reduced rate applies only on flour milling products, starches of all kinds."
EL,REDUCED,FOODSTUFFS,REDUCED_RATE,13.0,"•For tariff heading 1604 excluded caviar
•For tariff heading 2009 reduced rate applies only on preparations of vegetables , fruits and fruit or other parts of plants , as well as fruit and vegetable juices"
EL,REDUCED,PHARMACEUTICAL_PRODUCTS,EXEMPTED,0.0,Zero rate is applied only on vaccines  for the prevention and diagnosis of Covid-19 disease for tariff heading 3002
EL,REDUCED,AGRICULTURAL_EQUIPMENT,PARKING_RATE,13.0,"Reduced rate applies only on water storage tanks that can be used to store water for irrigation or drainage or firefighting or fish farming of tariff headings 3925, 3926, 6810, 6811, 7309, 7310, 7611, 7612"
EL,REDUCED,AGRICULTURAL_EQUIPMENT,PARKING_RATE,13.0,"Reduced rate applies only on pumps for liquids, air pumps and air compressors for fish tanks, mobile silos, greenhouses, fish tanks made of glass, accumulator shells, floating fish farming structures of tariff headings 8413, 8414, 8716, 9406, 7020, 8479, 8907 which by their nature and characteristics are intended mainly or exclusively for agriculture, animal husbandry or forestry"
EL,REDUCED,AGRICULTURAL_EQUIPMENT,PARKING_RATE,13.0,"Reduced rate applies only on agricultural and forestry tractors, agricultural machines, devices and tools of tariff headings 8701, 8201, 8413, 8419, 8424, 8432, 8433, 8434, 8435, 8436, 8437, which by their nature and characteristics are intended mainly or exclusively for agriculture, animal husbandry or forestry"
