country,vat_type,category_id,rate_type,rate_value,comment
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,Raw beeswax
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Sausages, salamis and the like made from meat, offal or blood"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,Other prepared or preserved meat or meat offal with the exception of goose or duck liver and game
IT,REDUCED,FOSSIL_FUEL,REDUCED_RATE,10.0,"fuel oils used for direct generation of motive power with fixed engines in industrial and agricultural-industrial establishments, laboratories, construction sites; fuel oils other than special ones intended for transformation into gas to be fed into city distribution networks;"
IT,REDUCED,FOSSIL_FUEL,REDUCED_RATE,10.0,"unrefined mineral oils from the primary distillation of crude natural oil or from the processing in establishments that transform mineral oils into chemical products of a different nature, with a flash point (closed cup test) below 55°C, in which the distillate at 225°C is less than 95% by volume and at 300°C is at least 90% by volume, intended for transformation into gas to be fed into city distribution networks;"
IT,REDUCED,FOSSIL_FUEL,REDUCED_RATE,10.0,Petroleum products for agricultural use and for inland fishing.
IT,REDUCED,FOODSTUFFS,SUPER_REDUCED_RATE,4.0,"Wheat, maize, rye and barley, broken or crushed; rice, oats and other minor cereals, broken or crushed, intended for zootechnical use.
1006 20, 1006 30, 1006 40 rice if broken or crushed, for zootechnical use;  1104 1910, 1104 1930, 1104 1950, 1104 2398, 1104 2908 if broken or crushed; 1104 1210, 1104 2295, 1104 2959, 1104 1999 if broken or crushed, intended for zootechnical use."
IT,REDUCED,MEDICAL_EQUIPMENT,SUPER_REDUCED_RATE,4.0,"Prostheses and aids related to permanent functional impairments.
9001 30, 9001 4020, 900190, 9001 4020, 90014080, 90015049, 90015080, 9004(corrective glasses), 9404 21 e 9404 29 if prostheses and aids related to permanent functional."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,Meat extracts and sauces and fish extracts
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Prepared and preserved fish, except caviar and its substitutes; crustaceans and molluscs (including testaceans), excluding lobsters, crawfish and oysters, prepared or preserved.
The CN codes 1605 400020, 1605 400030,1605 400040 are included."
IT,REDUCED,SUPPLY_ELECTRICITY,REDUCED_RATE,10.0,"Electricity for household use; electricity for use by mining, agricultural and manufacturing companies including printing, publishing and similar businesses; electricity for the operation of irrigation, lifting and drainage systems, used by reclamation and irrigation consortia; electricity supplied to wholesale customers referred to in Article 2, paragraph 5, of Legislative Decree No 79.
2716 electricity for the uses indicated above."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Products of mineral and chemical-industrial origin and additives for animal consumption.
1301 20, 1301 90, 1302 20, 1302 31 if additives for animal consumption."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"lecithins intended for human or animal consumption.
2923 20 if for human or animal consumption"
IT,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,10.0,"Medicines ready for human or veterinary use, including homeopathic products; pharmaceutical substances and medications which pharmacies must be equipped with according to the official pharmacopoeia."
IT,REDUCED,AGRICULTURAL_PRODUCTION,REDUCED_RATE,10.0,Plant protection products.
IT,REDUCED,FOODSTUFFS,SUPER_REDUCED_RATE,4.0,"Flour and groats of wheat, maize and rye; barley flours; oat flours, rice flours and other minor cereals intended for zootechnical use.
1102 9030, 1102 9050, 1102 9090 if intended for zootechnical use.
The reduced rate of 4% applies also to the following item: 1103 192090"
IT,REDUCED,MEDICAL_EQUIPMENT,SUPER_REDUCED_RATE,4.0,"Orthopedic appliances (including medical-surgical belts); fracture objects and appliances (showers, splints and the like); objects and apparatus of dental prostheses, ophthalmology and others; apparatus to facilitate hearing for the deaf and other apparatus to be held in the hand, to be worn on the person or to be inserted into the body, to compensate for a deficiency or infirmity."
IT,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,10.0,"Towels and tampons for feminine sanitary protection; menstrual cups
The reduced rate of 10% applies also to the following item: 3924 9000 90."
IT,REDUCED,WOOD,REDUCED_RATE,10.0,"Firewood in logs, stumps, twigs or faggots; wood waste, including sawdust but excluding pellets (CN code 4401 31 00)."
IT,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,10.0,Baby nappies
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"powdered or liquid milk for feeding infants or young children, put up in sets for retail sale. CN 0404 90 83 10 ""Special milk, for infants, in hermetically sealed containers of a net content not exceeding 500 g of a fat content, by weight, exceeding 10 %""."
IT,REDUCED,EXEMPTION_SUPERREDUCED,SUPER_REDUCED_RATE,4.0,"Provision of services on procurement contracts relating to the construction of buildings referred to in Article 13 of Law N 408/1949, and subsequent amendments, rendered to persons carrying out the construction of buildings for their subsequent sale, including building cooperatives and their consortia, even if under undivided ownership, or persons for which the conditions referred to in No 21) are met, as well as the construction of rural buildings referred to in No 21-bis)  “first home”"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Beet and cane sugars, in solid form, excluding flavoured or coloured one"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Other sugars in solid form, excluding flavoured or coloured ones; non-flavored or colored sugar syrups; honey substitutes, whether or not mixed with natural honey; caramelized sugars and molasses, intended for human or animal consumption.
1702 11, 1702 19, 1702 2090, 1702 30, 1702 40, 1702 9030, 1702 9050, 1702 9071, 1702 9075, 1702 9079, 17029080, 17029095 as long as not flavoured or coloured, and caramelized sugars and molasses for human or animal consumption."
IT,REDUCED,FOODSTUFFS,SUPER_REDUCED_RATE,4.0,"corn germs intended for oil extraction. 
If maize germ intended for oil extraction."
IT,REDUCED,FOODSTUFFS,SUPER_REDUCED_RATE,4.0,"Oily seeds and fruits intended for oil extraction, excluding flax and castor seeds and crushed ones.
If intended for oil extraction."
IT,REDUCED,EXEMPTION_SUPERREDUCED,SUPER_REDUCED_RATE,4.0,Provision of services dependent on procurement contracts relating to the construction of works directly aimed at overcoming or eliminating architectural barriers
IT,REDUCED,EXEMPTION_SUPERREDUCED,SUPER_REDUCED_RATE,4.0,"Administration of food and beverages in company and inter-company canteens, in school canteens of all levels, as well as in canteens for the poor even if the administrations are carried out on the basis of procurement contracts or special agreement.
Limited to services rendered in school and company canteens."
IT,REDUCED,EXEMPTION_SUPERREDUCED,SUPER_REDUCED_RATE,4.0,"Subscription fees for circular broadcasts excluding of those transmitted in codified form; broadcasting services excluding those transmitted in codified form with predominantly political trade union cultural religious sporting educational or recreational character pursuant to Art. 19 b) c) Law 103/75
The reduced rate is applied only to subscription fees for circular broadcasts and on the tax base consisting of the share due, pursuant to current provisions, to the concessionaire of the service"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Yogurt, kephir, fresh milk, curdled milk, whey, buttermilk (or beaten milk) and other types of fermented or acidified milk
0401 excluding fresh milk intended for food consumption packaged for retail sale subjected to pasteurization and other treatments required by health laws"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Preserved, concentrated or sweetened milk"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Fresh milk cream, preserved, concentrated or not, sweetened or not
The reduced rate of 10% applies also to the following items: 0401 401010 (fresh) 0401 409010 (fresh), 0401 501110, 0401 501910,0401 503110, 0401 503910, 0401 509110, 0401 509910. 
0402 including milk creams"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Poultry eggs in shell, fresh or preserved.
Excluding cooked eggs."
IT,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,10.0,Vaccines against COVID-19.
IT,REDUCED,AGRICULTURAL_PRODUCTION,REDUCED_RATE,10.0,Services by means of agricultural machinery or aircraft rendered to single or associated agricultural enterprises
IT,REDUCED,SUPPLY_HEATING,REDUCED_RATE,10.0,"Services & supplies of equipment and materials relating to the supply of thermal energy for domestic use through public district heating networks or as part of the energy service contract, as defined in Interm Decree Art. 11, par. 1, of regulation referred to in Pres. Decree No 412/1993, and subsequent amendments; it includes supplies of energy produced from renewable sources or high efficiency cogeneration plants. 
Ordinary rate is applied to supplies of energy from other sources."
IT,REDUCED,SUPPLY_GAS,REDUCED_RATE,10.0,"Supply of methane gas used for combustion for civil uses limited to 480 cubic meters per year; supply, via distribution networks, of liquefied petroleum gases for domestic purposes for cooking food and for the production of hot water, liquefied petroleum gas contained by or intended to be placed in cylinders from 10 to 20 kg at any stage of marketing."
IT,REDUCED,STREET_CLEANING,REDUCED_RATE,10.0,"Management, storage and temporary storage services of urban waste and special waste (waste deriving from the recovery and disposal of waste, of sludge produced by potabilization and from other water treatments and from the purification of waste water and smoke abatement), as well as management services for sewage and purification systems."
IT,REDUCED,HOUSING_PROVISION,REDUCED_RATE,10.0,"Services dependent on procurement contracts relating to the construction of non-luxury homes other than ""first homes"" and of buildings mainly for residential use and the implementation of the recovery projects referred to in Article 31 of Law No 457 of 5 August 1978, excluding those referred to in letters a) and b) of paragraph 1 of that Article"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,5.0,Fresh or chilled truffles
IT,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,5.0,"Instrumentation for in vitro diagnostics for COVID-19: 1.4) Diagnostic reagents based on the polymerase chain nucleic acid (PCR) test; 1.5) Instruments used in clinical laboratories for in vitro diagnosis.
The CN code 3822 19 10 is also included."
IT,REDUCED,TRANSPORT_PASSENGERS,REDUCED_RATE,5.0,"Passenger transport services provided by means of transport entitled to execute sea, lake, river and lagoon transport services.
Urban passenger transport service by water with the exception of transport for tourism, cruises and exempt transport."
IT,REDUCED,SOCIAL_WELLBEING,REDUCED_RATE,5.0,"The services referred to in Nos 18), 19), 20), 21) and 27-ter) of Article 10, paragraph 1, rendered in favour of the persons indicated in No 27-ter) by social cooperatives and their consortia; [health services, hospitalization and care services, educational services for children and youth and instruction, services of children's homes, orphanages, kindergartens, retirement homes for the elderly and the like; social and health services, home or outpatient care, community and similar services]."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Poultry eggs and egg yolks, dried or otherwise preserved, sweetened or not, intended for food use.
04081989 excluding yolks cooked in water or steamed, molded."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,Natural honey
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Guts, bladders and stomachs of animals, whole or in pieces, excluding those of fish, intended for human or animal nutrition.
0504 if for human or animal consumption."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Raw bones, defatted or simply prepared, acidulated or degelatinated, their powders and waste, intended for animal feed.
0506 if for animal feed."
IT,REDUCED,AGRICULTURAL_PRODUCTION,REDUCED_RATE,10.0,"Semen for the artificial insemination of livestock.
The CN code 0511 998510 is also included."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Ground or powdered vegetables and edible plants, but not otherwise prepared; cassava, arrowroot and salep roots, Jerusalem artichokes, sweet potatoes and other similar roots and tubers with a high starch or inulin content, whether or not dried or cut into pieces; palm pith in sago.
0712 if ground or pulverized, excluding 0712 9011 and 0712 9019"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,Wine grapes
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Frozen fruit, with added sugar"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Molasses intended for human or animal consumption, excluding flavoured or coloured ones.
1703 as long as not flavoured or coloured for human or animal consumption"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Sugar-based products not containing cocoa (candies, gum boluses, tablets, nougat and the like) in non-quality packaging, such as paper, cardboard, plastic, tinplate, aluminum or ordinary glass.
1704 as long as not in high-quality packaging"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,Unsweetened cocoa powder
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Chocolate and other food preparations containing cocoa in non-quality packaging, such as paper, cardboard, plastic, tinplate, aluminum or ordinary glass. 
1806 if in non-quality packaging, such as paper, cardboard, plastic, tinplate, aluminum or ordinary glass."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Malt extracts; preparations for feeding children, for dietary or cooking uses, based on flour, meal, starch or malt extract, whether or not with cocoa added to less than 50 per cent by weight."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"food preparations of flour, groats, meal, starch or malt extract for the feeding of infants or children, put up in sets for retail sale"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Tapioca, including potato starch"
IT,REDUCED,PRIVATE_DWELLINGS,REDUCED_RATE,10.0,Services relating to the implementation of extraordinary maintenance interventions on public residential buildings
IT,REDUCED,HOUSING_PROVISION,REDUCED_RATE,10.0,"Services dependent on procurement contracts relating to the construction of 1ry&2ry urbanization works metropolitan tramway transport lines and other fixed  lines;production plants and heat-energy and electricity distribution networks from solar-photovoltaic-wind sources;purification plants to be connected to sewer networks including intermunicipal ones and to the relative adduction manifolds;school buildings barracks hospital nursing home orphanages.
The CPA code 41.00.48 is also included."
IT,REDUCED,SUPPLY_HEATING,REDUCED_RATE,10.0,Connection services to district heating networks carried out in compliance with current legislation on energy saving
IT,REDUCED,TRANSPORT_PASSENGERS,REDUCED_RATE,10.0,"Passenger and their luggage transport services, excluding those set out in Table A, Part II-bis, No. 1-ter), and those exempt pursuant to Article 10, No. 14), of Presidential Decree No 633 of 1972 [excluding passenger transport services provided by lake means and taxi].
Suburban passenger transport service with the exception of transport for tourism and cruises."
IT,REDUCED,TRANSPORT_PASSENGERS,REDUCED_RATE,10.0,"Transport services provided by the means pursuant to Law No 1110 of 23 June 1927 and Royal Decree-Law No 1696 of 7 September 1939, converted into Law No. 8 of 5 January 1939 [transport by drag lifts, sledges and other means of transport without rails].
Urban passenger transport service with the exception of transport for tourism and exempt transport."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,5.0,"Fresh basil, rosemary and sage, sprigs or shelled oregano, intended for food use; plants in the vegetative state of basil, rosemary and sage.
CN codes: 1211908620, 1211908690"
IT,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,5.0,"FFP2 and FFP3 masks according to the EN 149 standard, made of TNT 6307 9093 11; other masks with characteristics similar to FFP2 and FFP3 in compliance with a standard similar to EN 149, made of TNT 6307 909319"
IT,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,5.0,"FFP2/FFP3 masks according to the EN149 standard and other masks compliant with a similar standard, made of fabric 6307 909390; facial masks for medical use according to the EN 14683 standard, made of TNT 6307 909511; other masks for medical use conforming to a standard similar to that for facial masks for medical use, made of TNT 6307 909519; FFP2 and FFP3 masks according to EN 149 and other masks compliant with a similar standard with replaceable filter 9020 0010"
IT,REDUCED,LIVE_EQUINES,REDUCED_RATE,5.0,
IT,REDUCED,SPORTING_EVENTS,REDUCED_RATE,5.0,"Provision of courses in winter sports and mountaineering activities as identified by winter sports federations recognized by Italian National Olympic Committee by Art.2, par.1, letter e), Law 6/1989 on the regulation of the profession of mountain guide, imparted, including in organized form, by members of appropriate regional or national registers, to the extent that such courses are not exempt from VAT; (point 1-septies) of Part II-bis of Table A annexed to DPR 633/1972."
IT,REDUCED,ANTIQUES,REDUCED_RATE,5.0,"works of art, antiques, collectibles referred to in letter a) of the table attached to Decree-Law of 23 February 1995, No 41, converted, with modifications, by Law 22 March 1995, No 85, Provided that the special margin scheme for second-hand goods, works of art, antiques and collectors’ items is not applied"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Live horses, donkeys, mules and bardots, intended for use in the preparation of food products 
0101 30 00 and 0101 90 00 only if intended for slaughter"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"live bovine animals, including animals of the genus buffalo, swine, sheep and goats"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,live poultry
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Domestic rabbits, pigeons, hares, partridges, pheasants, frogs and other live animals intended for human consumption.
Only if intended for human consumption"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Fresh citrus and melon peel, excluding frozen ones, presented immersed in salted or sulphured water or with the addition of other substances suitable for temporarily ensuring their conservation, or dried. Excluding frozen ones"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Tea, mate"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,Spices
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Barley for sowing; oats, buckwheat, millet, canary seed, sorghum and other minor cereals, intended for uses other than the zootechnical one.
1004, 1007 e 1008  intended for uses other than the zootechnical one."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"cereal products; obtained by blowing or roasting: ''puffed-rice'', ''corn-flakes'' and the like"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Fine bakery, pastry and biscuit products, whether or not with added cocoa in any proportion."
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Vegetables, edible plants and fruit, prepared or preserved in vinegar or acetic acid, with or without salt, spices, mustard or sugars"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Vegetables and edible plants prepared or preserved without vinegar or acetic acid.
2005 70 (olives in brine)."
IT,REDUCED,ACCOMMODATION,REDUCED_RATE,10.0,"Services rendered to customers housed in accommodation facilities, as well as services of greater hotel comfort rendered to people hospitalized in health establishments"
IT,REDUCED,RESTAURANT,REDUCED_RATE,10.0,"Administration of food and beverages, carried out also through vending machines; provision of services dependent on procurement contracts relating to the supply or administration of food and beverages.
Limited to food and beverage administration and catering services."
IT,REDUCED,HOUSING_PROVISION,REDUCED_RATE,10.0,"Leases of residential buildings by their construction companies or by the companies that have carried out the recovery projects for the building heritage, referred to in Article 3, paragraph 1, letters c), d) and f), of the Consolidated Building Act referred to in Presidential Decree No 380 of 6 June 2001, and leases of residential buildings intended for social housing as defined by the Decree of the Minister of Infrastructure of 22 April 2008"
IT,REDUCED,WRITERS_SERVICES,REDUCED_RATE,10.0,"Writing contracts connected with theatrical performances, vocal and instrumental concerts, circus activities, puppet shows, etc., as well as the relative performances, rendered by intermediaries"
IT,REDUCED,CULTURAL_EVENTS,REDUCED_RATE,10.0,"Theatrical performances of any kind, including operas, ballet, prose, operetta, musical comedy, magazine; vocal and instrumental concerts; circus and traveling show activities, puppet shows, marionettes and masks, including masked and costumed parades, held everywhere;"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Products of animal origin, not elsewhere specified or included, except tendons, nerves, trimmings and other similar waste of untanned hides and skins.
The CN codes are: 0511 99 8520,  051199 8590.
The edible ones referred to in 04.10 are not included."
IT,REDUCED,AGRICULTURAL_PRODUCTION,REDUCED_RATE,10.0,Bees and silkworms. The CN code 0106 49 is only for silkworms.
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Oat flours and flours of other minor cereals intended for uses other than the zootechnical one.
1102 9030, 1102 9050, 1102 9090 if intended for uses other than the zootechnical one"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Groats and meal of barley, oats and other minor cereals; hulled, pearled, flaked cereals; germs of cereals also flour"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Fruit, fruit peel, plants and parts of plants, cooked in sugars or candied (drained, frozen, crystallized)"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Fruit purees and pastes, jellies, jams, obtained by cooking, also with the addition of sugars"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Frozen, dried or preserved truffles immersed in salted or sulphured water or with the addition of other substances for temporarily ensuring their conservation, but not prepared for immediate consumption.
The CN codes are: 0710 8095 80 if truffles are not fresh, 0711 5900 90, 0712 909090 (only dried truffles).
Fresh or refrigerated truffles are at 5%."
IT,REDUCED,FOSSIL_FUEL,REDUCED_RATE,10.0,"Administration of methane gas used for combustion for civil purposes limited to 480 m3 per year; administration, through distribution networks, of liquefied petroleum gases for domestic use in cooking food and hot water production, liquefied petroleum gases contained or intended to be placed in cylinders of 10 to 20 kg at any stage of marketing"
IT,REDUCED,STREET_CLEANING,REDUCED_RATE,10.0,"Services of management, storage and temporary storage, excluding landfilling and incineration without efficient energy recovery, as defined by Article 183, paragraph 1, letters n), aa), bb), of Legislative Decree No. 152 of April 3, 2006, of municipal waste and special waste referred to in Article 184, paragraphs 2 and 3, letter g), of the same Legislative Decree, as well as services of management of sewerage and purification plants."""
IT,REDUCED,FOODSTUFFS,SUPER_REDUCED_RATE,4.0,"Fresh milk, not concentrated or sweetened, intended for food consumption, packaged for retail sale, subjected to pasteurization or other treatments required by health laws.
The reduced rate of 4% applies only if fresh milk intended for food consumption packaged for retail sale subjected to pasteurization and other treatments provided for by health laws. 
The reduced rate of 4% applies also to the following items: 0401 40 10 90, 0401 50 11 90, 0401 50 31 90, 0401 50 91 90."
IT,REDUCED,FOODSTUFFS,SUPER_REDUCED_RATE,4.0,"butter, cheese and dairy products"
IT,REDUCED,FOODSTUFFS,REDUCED_RATE,10.0,"Frozen or deep-frozen meat, offal and edible parts of domestic rabbits, pigeons, hares, partridges and pheasants.
0208 1010, 02081090 (hares), 0208 9030 frozen or deep-frozen meat of non-domestic pigeons, partridges and pheasants."
LT,REDUCED,MEDICAL_EQUIPMENT,REDUCED_RATE,5.0,"Disabled technical aids and/or accessories, as listed in Order no. A1-338,  approved by the Minister of Social Security and Labor in 2006 December 19th or others (non-exhaustive list of technical assistance measures with different conditions of supply (must be documented for dissability purposes or  dissabled person's actual use) of such measures; see Comment on VAT Law on STI website)"
LT,REDUCED,PHARMACEUTICAL_PRODUCTS,REDUCED_RATE,5.0,"Applicable for medicaments, medical aids and food products for special medical purposes, fully or partially compensated by the Compulsory Health Insurance Fund (at the moment of acquisition), as well as for all non-compensated prescribed medicines (entered into the Lithuanian or EU register of prescribed medications)"
LT,REDUCED,LOAN_LIBRARIES,REDUCED_RATE,5.0,Applies for printed and electronic books as well as printed and electronic non-periodical information publications (see non-exhaustive most common publications supplied list in Comment of VAT Law on the STI website)
LT,REDUCED,NEWSPAPERS,REDUCED_RATE,5.0,"With the exception of erotic and/or violent publications, or publications non-compliant with the professional ethics. Applies for  printed and (or) electronic newspapers, magazines and other periodicals."
LT,REDUCED,PERIODICALS,REDUCED_RATE,5.0,"With the exception of erotic and/or violent publications, or publications non-compliant with the professional ethics. Applies for printed and (or) electronic periodicals."
LT,REDUCED,TRANSPORT_PASSENGERS,REDUCED_RATE,12.0,Applies only for established domestic regular routes
LT,REDUCED,CULTURAL_EVENTS,REDUCED_RATE,12.0,"for visiting all types of art and cultural institutions, art and cultural events, other than VAT-exempt services provided by non-profit legal entities"
LT,REDUCED,ACCOMMODATION,REDUCED_RATE,12.0,In accordance with the procedure laid down in the legislation governing tourism (therein Law on turism)
LU,REDUCED,FOODSTUFFS,SUPER_REDUCED_RATE,3.0,
LU,REDUCED,NON_OWNED_RESIDENCY_RENOVATION,SUPER_REDUCED_RATE,3.0,"Renovation and repairs : substantial works on housing used as principal dwelling and (i) constructed more than 10 years prior to the start of the works (ii) newly acquired, the works to be completed in the five years following the acquisition"
LU,REDUCED,TEMPORARY_EXEMPTION_RATE,SUPER_REDUCED_RATE,8.0,"Petroleum gases and other gaseous hydrocarbons (other than natural gas), liquefied, for use as a power or heating fuel (e.g. LPG)"
LU,REDUCED,TRANSPORT_PASSENGERS,EXEMPTED,0.0,"Article 371 of 2006/112/EC

Transport within the national territory where the point of departure or/and point of arrival is/are not within the national territory"
LU,REDUCED,NEW_PARKING_RATE,PARKING_RATE,14.0,"Wines of fresh grapes with 13% vol. or less (fortified wines, sparkling wines and so-called liqueur wines excluded)"
LU,REDUCED,WINE_FRESH_GRAPE,PARKING_RATE,14.0,
LU,REDUCED,FUEL_MINERAL_OIL,PARKING_RATE,14.0,
LU,REDUCED,NEW_PARKING_RATE,PARKING_RATE,14.0,Fuels: solid mineral fuels; mineral oils; wood other than for use as firewood
LU,REDUCED,CLEANING_PRODUCT,PARKING_RATE,14.0,
LU,REDUCED,NEW_PARKING_RATE,PARKING_RATE,14.0,Preparations for washing and cleaning
LU,REDUCED,FUEL_MINERAL_OIL,PARKING_RATE,14.0,Wood other than used as firewood
LU,REDUCED,NEW_PARKING_RATE,PARKING_RATE,14.0,Trade advertising material; commercial catalogues and the like; tourist publicity
LU,REDUCED,PRINTED_ADVERTISING_MATERIAL,PARKING_RATE,14.0,
LU,REDUCED,NEW_PARKING_RATE,PARKING_RATE,14.0,Supply of heat other than supply of district heating; supply of air conditioning
LU,REDUCED,HEAT_COOLING_STEAM,PARKING_RATE,14.0,
LU,REDUCED,CREDIT_MANAGEMENT,PARKING_RATE,14.0,
LU,REDUCED,SECURITY_MANAGEMENT,PARKING_RATE,14.0,
LU,REDUCED,NEW_PARKING_RATE,PARKING_RATE,14.0,Management and safekeeping of securities; management of credit and credit guarantees by a person other than the person who granted the credits
LU,REDUCED,PLANT,REDUCED_RATE,8.0,"- Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant
- Other ornamental live plants (including their roots), cuttings and slips
- Cut flowers and flower buds of a kind suitable for bouquets or for ornamental purposes, fresh or dried
- Foliage, branches and other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, being goods of a kind suitable for bouquets or for ornamental purposes, fresh or dried"
LU,REDUCED,EXEMPTION_SUPERREDUCED,SUPER_REDUCED_RATE,3.0,"Supply of goods and services of a kind normally intended for use in agricultural production but excluding capital goods such as machinery or buildings, excluding leasing and renting of agricultural and forestry machinery and utensils, transport of agricultural and forestry products and felling and logging of trees"
LU,REDUCED,CERTAIN_AGRICULTURAL_INPUT,SUPER_REDUCED_RATE,3.0,Services excluded : leasing and renting of agricultural and forestry machinery and utensils; transport of agricultural and forestry products; felling and logging of trees
LU,REDUCED,SUPPLY_GAS,REDUCED_RATE,8.0,
LU,REDUCED,FOSSIL_FUEL,REDUCED_RATE,8.0,Natural gas
LU,REDUCED,FOSSIL_FUEL,REDUCED_RATE,8.0,"Petroleum gases and other gaseous hydrocarbons (other than natural gas), liquefied, for use as a power or heating fuel (e.g. LPG)"
LU,REDUCED,SUPPLY_ELECTRICITY,REDUCED_RATE,8.0,
LU,REDUCED,AGRICULTURAL_PRODUCTION,REDUCED_RATE,8.0,Plant protection products authorised by the administration of technical services for agriculture (Administration des services techniques de l'agriculture ASTA) for organic agriculture where the requirements laid down in modified regulation (EC) 834/2007 on organic production and labelling of organic products and repealing Regulation (EEC) No 2092/91 are met
LU,REDUCED,CHEMICAL_PESTICIDES_ENVIRONMENT,REDUCED_RATE,8.0,Plant protection products authorised by the administration of technical services for agriculture (Administration des services techniques de l'agriculture ASTA) for organic agriculture where the requirements laid down in modified regulation (EC) 834/2007 on organic production and labelling of organic products and repealing Regulation (EEC) No 2092/91 are met
LU,REDUCED,FOODSTUFFS,SUPER_REDUCED_RATE,3.0,"Waters, including natural or artificial mineral waters and aerated waters, not containing added sugar or other sweetening matter nor flavoured"
LU,REDUCED,SUPPLY_WATER,SUPER_REDUCED_RATE,3.0,
LU,REDUCED,WOOD_ARTICLE98,REDUCED_RATE,8.0,
LU,REDUCED,WOOD,REDUCED_RATE,8.0,
LU,REDUCED,ANTIQUES,REDUCED_RATE,8.0,"Tapestries made by hand from original designs provided by artists, provided that there are not more than eight copies of each"
LU,REDUCED,ANTIQUES,REDUCED_RATE,8.0,"Wall textiles made by hand from original designs provided by artists, provided that there are not more than eight copies of each"
LU,REDUCED,BICYCLES_ELECTRIC,REDUCED_RATE,8.0,
LU,REDUCED,ANTIQUES,REDUCED_RATE,8.0,"Postage or revenue stamps, postmarks, first-day covers, pre-stamped stationery and the like, used, or if unused not current and not intended to be current"
